Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;511;Paysanne bretonne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
LYNCH, Henry; ; ; ;né à Valparaiso (Chili). -23, rue Fon taine-Saint-Georges, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;512;Retour du pardon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MADIOL, Adrien-Jean; ; ; ; né. à Groninge (Pays-Bas). - Plaines des tilleuls. Woluwe-Saint-Lambert. Brabant; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;513;God's word ou la parole de Dieu;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MADIOL, Adrien-Jean; ; ; ; né. à Groninge (Pays-Bas). - Plaines des tilleuls. Woluwe-Saint-Lambert. Brabant; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;514;De oude fouk-man ou l'ancien jeune homme;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MAGNE (Mlle), Delphine; ; ; ;née à Paris. -22, avenue Parmentier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;515;Panneau. Chrysanthèmes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MAGNE (Mlle), Delphine; ; ; ;née à Paris. -22, avenue Parmentier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;516;Eventail;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MAGNE (Mlle), Delphine; ; ; ;née à Paris. -22, avenue Parmentier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;517;La bonne aventure;Eventail; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MALVAL (de), Édouard; ; ; ;né à Lyon. -11, rue Florian à Sceaux; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;518;Marat écrivant son journal dans la cave du boucher Legendre;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MALVAL (de), Édouard; ; ; ;né à Lyon. -11, rue Florian à Sceaux; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;519;Affaire Clémenceau : Iza sortant du bain;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MARC-B. (Mme), Mathilde; ; ; ;née à Bordeaux. -14, rue Clapeyron à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;520;Portrait de M. C. F;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MARC-B. (Mme), Mathilde; ; ; ;née à Bordeaux. -14, rue Clapeyron à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;521;Chrysanthèmes et souvenir de l'Exposition de 1889;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MAREY (Mlle), Blanche; ; ; ;née à Paris. -13, rue Tait bout; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;522;Dans l'auberge de la paix à Friaha (Espagne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MAREY (Mlle), Blanche; ; ; ;née à Paris. -13, rue Tait bout; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;523;L'Anarchiste;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MAREY (Mlle), Blanche; ; ; ;née à Paris. -13, rue Tait bout; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;524;Étude de fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MESUREUR, Noë-Pierre-Bernard; ; ; ;né à Boulogne mer. -A Cucq, par Étaples (Pas-de-Calais) et chez M. Tanguy 14, rue Clauzel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;525;Ferme de Mlles Godin, à Cucq. (Pas Calais;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MESUREUR, Noë-Pierre-Bernard; ; ; ;né à Boulogne mer. -A Cucq, par Étaples (Pas-de-Calais) et chez M. Tanguy 14, rue Clauzel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;526;Un coin des communaux de Cucq par grand vent (Pas;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MESUREUR, Noë-Pierre-Bernard; ; ; ;né à Boulogne mer. -A Cucq, par Étaples (Pas-de-Calais) et chez M. Tanguy 14, rue Clauzel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;527;Gerbes de blé à Trépied-Cucq (Pas;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MESUREUR, Noë-Pierre-Bernard; ; ; ;né à Boulogne mer. -A Cucq, par Étaples (Pas-de-Calais) et chez M. Tanguy 14, rue Clauzel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;528;La Canche à marée basse près Étaples;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MILLET, James; ; ; ;né à Genève (Suisse française). - 123, boulevard Richard-Lenoir à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;529;Animaux sur une levée de marais, Charente Inférieure;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MILLET, James; ; ; ;né à Genève (Suisse française). - 123, boulevard Richard-Lenoir à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;530;Taureau et vache maraichins;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MILLET, James; ; ; ;né à Genève (Suisse française). - 123, boulevard Richard-Lenoir à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;531;Sortie des prés;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MILLET, James; ; ; ;né à Genève (Suisse française). - 123, boulevard Richard-Lenoir à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;532;Village de Saclay (Seine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MILLET, James; ; ; ;né à Genève (Suisse française). - 123, boulevard Richard-Lenoir à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;533;Un chemin à la Celle;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MILLET, James; ; ; ;né à Genève (Suisse française). - 123, boulevard Richard-Lenoir à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;534;A l'abreuvoir;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MILLET, James; ; ; ;né à Genève (Suisse française). - 123, boulevard Richard-Lenoir à Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;535;Gourmandise;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MIROL, Michel; ; ; ;né à Paris. -189, rue de Charonne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;536;Fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MIROL, Michel; ; ; ;né à Paris. -189, rue de Charonne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;537;Fruits;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MIROL, Michel; ; ; ;né à Paris. -189, rue de Charonne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;538;Fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MIROL, Michel; ; ; ;né à Paris. -189, rue de Charonne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;539;Dessin croquis;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MIROL, Michel; ; ; ;né à Paris. -189, rue de Charonne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;540;Portrait;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;541;Les montagnes du Sancerrois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;542;Oliviers près de Nice;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;543;Lever de lune;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544;Soleil couché;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;545;Environs de Sancerre;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;546;Le moulin Colas à Saint-Privé (Yonne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;547;Le pont de Grenelle;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONIER, Camille; ; ; ;née à Montpellier. -12, rue des Artistes, avenue Montsouris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;548;Quai de Javel;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONTIGNY, Jules-Léopold; ; ; ;né à Paris. -92, rue Charles-Laffitte, à Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;549;Roches, embouchure de la Loire;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONTIGNY, Jules-Léopold; ; ; ;né à Paris. -92, rue Charles-Laffitte, à Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;550;Matin;Marine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONTIGNY, Jules-Léopold; ; ; ;né à Paris. -92, rue Charles-Laffitte, à Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551;Accident à l'aiguille;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONTIGNY (Mme), Léonie; ; ; ;née à Paris. -92, rue Charles Laffitte, à Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;552;Environs de Conflans (Marne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONTIGNY (Mme), Léonie; ; ; ;née à Paris. -92, rue Charles Laffitte, à Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;553;Lisière du bois de Conflans (Marne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONTIGNY (Mme), Léonie; ; ; ;née à Paris. -92, rue Charles Laffitte, à Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;554;Pensées;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MONTIGNY (Mme), Léonie; ; ; ;née à Paris. -92, rue Charles Laffitte, à Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;555;En forêt (Marne);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MOSTERTMANN, Louis; ; ; ;né à Paris. -34, rue Bellefond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;556;Paysage;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MOSTERTMANN, Louis; ; ; ;né à Paris. -34, rue Bellefond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;557;OEufs sur le plat;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
MOSTERTMANN, Louis; ; ; ;né à Paris. -34, rue Bellefond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;558;Fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;559;Nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;560;La mare gelée;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;561;La mare, effet de soleil, midi;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;562;Le matin au bord du Loing;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;563;Chemin menant à Grez;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;564;Femme écalant des haricots;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;565;La lisière du bois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;566;Tête de jeune paysan;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;567;Le pont de Grez;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
O'CONOR, Roderic; ; ; ; né à Roscommon (Irlande). -Hôtel Beauséjour à Grez, par Nemours (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;568;Le moulin du Roy;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;569;Réverie du soir;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;570;Un ermite;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;571;Dans les champs de Diélette (Manche;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;572;Une mare dans les dunes, le soir;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;573;Fin d'orage;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;574;Couchant sur la mer;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;575;Brouillard du matin;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;576;L'après-midi. Biville (Manche;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;577;Le matin sur l'Oise;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
OSBERT, Alphonse; ; ; ;né à Paris. -7 et 9, rue Alain Chartier (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;578;Le soir sur la grève (Flamanville);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
